timestamp_utc,pct_vs_open
2025-11-14 09:30:00-05:00,0.0
2025-11-14 09:31:00-05:00,-1.2181386160870078
2025-11-14 09:32:00-05:00,-0.8217013950274678
2025-11-14 09:33:00-05:00,0.05585880679430666
2025-11-14 09:34:00-05:00,1.4376518748459377
2025-11-14 09:35:00-05:00,3.3471064855515342
2025-11-14 09:36:00-05:00,4.422640051276057
2025-11-14 09:37:00-05:00,3.828706875108412
2025-11-14 09:38:00-05:00,4.1173026537600155
2025-11-14 09:39:00-05:00,3.6385034160174174
2025-11-14 09:40:00-05:00,4.200251724940087
2025-11-14 09:41:00-05:00,5.085562290274934
2025-11-14 09:42:00-05:00,4.224298346346695
2025-11-14 09:43:00-05:00,5.791059578038721
2025-11-14 09:44:00-05:00,5.225214686822799
2025-11-14 09:45:00-05:00,7.33658968981556
2025-11-14 09:46:00-05:00,7.772440345366801
2025-11-14 09:47:00-05:00,8.560830446695048
2025-11-14 09:48:00-05:00,10.124412568954625
2025-11-14 09:49:00-05:00,9.098915555140739
2025-11-14 09:50:00-05:00,9.663745208824848
2025-11-14 09:51:00-05:00,9.663091555661616
2025-11-14 09:52:00-05:00,10.229205822993896
2025-11-14 09:53:00-05:00,10.422605345035171
2025-11-14 09:54:00-05:00,10.23084513998442
2025-11-14 09:55:00-05:00,10.655938095702714
2025-11-14 09:56:00-05:00,10.994315961768448
2025-11-14 09:57:00-05:00,11.233437193070927
2025-11-14 09:58:00-05:00,11.166651767623762
2025-11-14 09:59:00-05:00,11.238913632042298
2025-11-14 10:00:00-05:00,10.467263122786644
2025-11-14 10:01:00-05:00,10.225673353084268
2025-11-14 10:02:00-05:00,9.488136323221893
2025-11-14 10:03:00-05:00,8.887837338722218
2025-11-14 10:04:00-05:00,8.779997303779838
2025-11-14 10:05:00-05:00,8.604615160832353
2025-11-14 10:06:00-05:00,9.714493168083274
2025-11-14 10:07:00-05:00,8.650501292894376
2025-11-14 10:08:00-05:00,8.362768021403575
2025-11-14 10:09:00-05:00,8.535276871531854
2025-11-14 10:10:00-05:00,8.569621223948314
2025-11-14 10:11:00-05:00,7.773691596326242
2025-11-14 10:12:00-05:00,7.17349384717183
2025-11-14 10:13:00-05:00,7.023616791554218
2025-11-14 10:14:00-05:00,7.108702174235732
2025-11-14 10:15:00-05:00,7.531197147347806
2025-11-14 10:16:00-05:00,7.5063937399770655
2025-11-14 10:17:00-05:00,7.612246170060918
2025-11-14 10:18:00-05:00,7.51108534268456
2025-11-14 10:19:00-05:00,6.762040492905026
2025-11-14 10:20:00-05:00,7.032015185496915
2025-11-14 10:21:00-05:00,6.949197292518567
2025-11-14 10:22:00-05:00,7.786458909288013
2025-11-14 10:23:00-05:00,7.198248041462758
2025-11-14 10:24:00-05:00,7.667510521294093
2025-11-14 10:25:00-05:00,7.321869287476512
2025-11-14 10:26:00-05:00,7.894314206162726
2025-11-14 10:27:00-05:00,9.378662885547087
2025-11-14 10:28:00-05:00,10.035126849706533
2025-11-14 10:29:00-05:00,8.628625867028674
2025-11-14 10:30:00-05:00,9.510147591783102
2025-11-14 10:31:00-05:00,8.71989016781605
2025-11-14 10:32:00-05:00,8.858637315462023
2025-11-14 10:33:00-05:00,9.042640718423586
2025-11-14 10:34:00-05:00,9.076056225714204
2025-11-14 10:35:00-05:00,9.004917254955004
2025-11-14 10:36:00-05:00,9.072935319550766
2025-11-14 10:37:00-05:00,8.994938781370907
2025-11-14 10:38:00-05:00,9.0035731638342
2025-11-14 10:39:00-05:00,9.640117976010073
2025-11-14 10:40:00-05:00,9.851841521388781
2025-11-14 10:41:00-05:00,9.802915781800275
2025-11-14 10:42:00-05:00,9.938979096084175
2025-11-14 10:43:00-05:00,10.44608206412203
2025-11-14 10:44:00-05:00,10.6556754019498
