Date,level
2024-07-10,94.54067074474507
2024-07-11,91.42914404678034
2024-07-12,96.24620809422775
2024-07-15,105.36840942175078
2024-07-16,106.9020501648525
2024-07-17,98.01561584442065
2024-07-18,92.08469674180986
2024-07-19,90.69887101833916
2024-07-22,90.9971768214588
2024-07-23,95.67995839396305
2024-07-24,88.29029889422522
2024-07-25,91.17234584305422
2024-07-26,93.48190615175105
2024-07-29,90.88835461913754
2024-07-30,87.46574537037341
2024-07-31,90.34316648285781
2024-08-01,84.97297611953016
2024-08-02,80.84700956607342
2024-08-05,75.73795044974804
2024-08-06,79.09035394142293
2024-08-07,74.5810172800398
2024-08-08,75.64781110084931
2024-08-09,75.81989073664282
2024-08-12,76.64935067455272
2024-08-13,81.05810373670239
2024-08-14,78.01918900442217
2024-08-15,80.45434423163876
2024-08-16,81.53625255001856
2024-08-19,82.15037557912547
2024-08-20,81.46177165098679
2024-08-21,88.33377399643723
2024-08-22,88.1200267985778
2024-08-23,90.15792694960363
2024-08-26,88.56499457657027
2024-08-27,85.14495821097425
2024-08-28,79.85991262237306
2024-08-29,83.21244029690091
2024-08-30,84.42426521678709
2024-09-03,79.07873299182971
2024-09-04,79.13435178931594
2024-09-05,77.68655219355303
2024-09-06,74.1504437294415
2024-09-09,71.1662607811185
2024-09-10,75.20867170429837
2024-09-11,80.79842560030512
2024-09-12,82.40122382613218
2024-09-13,83.61274811659027
2024-09-16,82.02124913895894
2024-09-17,83.7508799687274
2024-09-18,81.12209718445082
2024-09-19,80.1341371315322
2024-09-20,78.7734170799865
2024-09-23,76.03427313564553
2024-09-24,78.15404337158101
2024-09-25,73.86134149924462
2024-09-26,78.15384196392318
2024-09-27,81.8528493214226
2024-09-30,79.3523362001463
2024-10-01,74.51169081443093
2024-10-02,76.31850653160812
2024-10-03,76.15930099885769
2024-10-04,79.4531840532885
2024-10-07,77.68600795284912
2024-10-08,77.375261252461
2024-10-09,76.22032676453563
2024-10-10,75.40466474888309
2024-10-11,81.25780377109506
2024-10-14,83.6101751640155
2024-10-15,83.06706005260149
2024-10-16,93.7212462549599
2024-10-17,95.7429631438305
2024-10-18,104.84745346176028
2024-10-21,118.72182678946311
2024-10-22,118.01822710702
2024-10-23,114.92016754697687
2024-10-24,116.49015534226095
2024-10-25,115.92158538197673
2024-10-28,131.25174926466562
2024-10-29,125.5248189498349
2024-10-30,123.66384076228533
2024-10-31,113.14599923933186
2024-11-01,110.67214389604536
2024-11-04,105.65105395939398
2024-11-05,111.93577856185546
2024-11-06,114.32809067352143
2024-11-07,144.9998736966487
2024-11-08,158.02025214184593
2024-11-11,156.34737887734192
2024-11-12,152.249561764515
2024-11-13,198.99218940094835
2024-11-14,236.63272674975735
2024-11-15,200.85108438849656
2024-11-18,170.7559669981613
2024-11-19,179.58188310604365
2024-11-20,211.81399948904658
2024-11-21,258.0701578744413
2024-11-22,319.14564233593927
2024-11-25,382.3083106650363
2024-11-26,340.9199208950941
2024-11-27,352.32529651274535
2024-11-29,390.66440780494116
2024-12-02,357.89639003006215
2024-12-03,377.54991777018944
2024-12-04,391.6114779184189
2024-12-05,419.3161656309833
2024-12-06,495.72304594163813
2024-12-09,472.30001746132666
2024-12-10,523.5107999876766
2024-12-11,492.04612449482335
2024-12-12,456.237394517312
2024-12-13,521.6891630612442
2024-12-16,718.9195223215125
2024-12-17,947.7042773300916
2024-12-18,1146.7179312546311
2024-12-19,762.0824625112763
2024-12-20,877.2465466792605
2024-12-23,961.624866045525
2024-12-24,943.0865357216836
2024-12-26,1157.5637645416139
2024-12-27,1166.973216997537
2024-12-30,1153.7405579406918
2024-12-31,1038.084099273535
2025-01-02,1220.213603276917
2025-01-03,1169.9412748958105
2025-01-06,1224.0910807164196
2025-01-07,1162.4367283848778
2025-01-08,678.0425965361404
2025-01-10,624.1336672821068
2025-01-13,443.6687719191329
2025-01-14,553.5239292762577
2025-01-15,734.9474888416227
2025-01-16,743.3516034062113
2025-01-17,669.3328295450383
2025-01-21,835.556202987411
2025-01-22,818.9577605858328
2025-01-23,799.4015601683219
2025-01-24,791.7551224245989
2025-01-27,733.380114635292
2025-01-28,754.2395321176474
2025-01-29,737.5629555884558
2025-01-30,726.6139999878706
2025-01-31,760.7344441766429
2025-02-03,755.5273449613692
2025-02-04,761.0512458697772
2025-02-05,775.2289223922971
2025-02-06,748.7240874712538
2025-02-07,725.3351031157258
2025-02-10,702.8503354880502
2025-02-11,635.295192858934
2025-02-12,678.4312742132187
2025-02-13,701.9619971942745
2025-02-14,677.4885226874036
2025-02-18,621.9414591803766
2025-02-19,657.9513527140482
2025-02-20,692.1068678638784
2025-02-21,655.3835826021559
2025-02-24,603.1017961949989
2025-02-25,555.7659729634986
2025-02-26,575.2376944225373
2025-02-27,509.23233378113065
2025-02-28,513.6196799331017
2025-03-03,465.7815156389846
2025-03-04,473.8970854631451
2025-03-05,490.6312751462262
2025-03-06,475.3553364578961
2025-03-07,495.6771347449017
2025-03-10,433.7082555716191
2025-03-11,461.32199878524085
2025-03-12,514.6975105994745
2025-03-13,537.0118308643896
2025-03-14,714.4221360990224
2025-03-17,773.1143170762039
2025-03-18,748.8740047743063
2025-03-19,729.2788124551109
2025-03-20,635.9461660569076
2025-03-21,631.0898431160539
2025-03-24,694.7458420172447
2025-03-25,688.012767843536
2025-03-26,648.4783611392226
2025-03-27,623.6934342151602
2025-03-28,612.3965834930257
2025-03-31,594.5619217496819
2025-04-01,583.5455284168107
2025-04-02,602.1229069142092
2025-04-03,580.0642284573667
2025-04-04,516.158748300224
2025-04-07,551.1512262055779
2025-04-08,512.7180961381821
2025-04-09,597.3036283499707
2025-04-10,598.7334337424363
2025-04-11,594.1812659216243
2025-04-14,585.4917761058575
2025-04-15,574.0533812519193
2025-04-16,542.997331637776
2025-04-17,546.8353782154952
2025-04-21,520.3418819764674
2025-04-22,535.1403465210411
2025-04-23,581.3913920544172
2025-04-24,607.1278971939761
2025-04-25,618.1907450211353
2025-04-28,610.9559238516304
2025-04-29,590.2626521910295
2025-04-30,581.7841061601642
2025-05-01,597.4610247083828
2025-05-02,680.6191418001896
2025-05-05,626.7284173882297
2025-05-06,619.8626175285355
2025-05-07,600.7185995251111
2025-05-08,745.2173293640634
2025-05-09,768.6753513017276
2025-05-12,794.9969459825091
2025-05-13,751.3983636717778
2025-05-14,802.2594519409328
2025-05-15,803.4395542500243
2025-05-16,930.5584395670703
2025-05-19,943.3796353064585
2025-05-20,1017.3464067330397
2025-05-21,944.8873263491795
2025-05-22,1149.6463215843094
2025-05-23,1175.399673896446
2025-05-27,1147.7579225286609
2025-05-28,1139.2881624714346
2025-05-29,1067.3931030209478
2025-05-30,1014.8744446808334
2025-06-02,1049.5785833031366
2025-06-03,1072.763756985336
2025-06-04,1080.4034641958388
2025-06-05,997.1228336032299
2025-06-06,1110.1923180394235
2025-06-09,1111.8876233681506
2025-06-10,1100.5785465952347
2025-06-11,1207.7365867754122
2025-06-12,1147.8584435690138
2025-06-13,1090.5433415377363
2025-06-16,1238.446167286175
2025-06-17,1183.4387138696657
2025-06-18,1183.097992438375
2025-06-20,1178.0652108864927
2025-06-23,1120.213577452388
2025-06-24,1134.0045988761176
2025-06-25,1085.1465230322044
2025-06-26,1093.1870001575828
2025-06-27,1098.2509807545653
2025-06-30,1173.8140703094714
2025-07-01,1146.2329299690334
2025-07-02,1266.4864326493398
2025-07-03,1303.418711571992
2025-07-07,1284.0178762388182
2025-07-08,1244.5849412220302
2025-07-09,1261.87642238247
2025-07-10,1239.6349484346647
2025-07-11,1140.1613333117186
2025-07-14,1215.5857393566077
2025-07-15,1194.701615775828
2025-07-16,1324.9961016215077
2025-07-17,1424.973025664599
2025-07-18,1414.2609998987348
2025-07-21,1336.599571502486
2025-07-22,1272.322873560204
2025-07-23,1372.5341497053114
2025-07-24,1342.6116274217786
2025-07-25,1301.7510078054408
2025-07-28,1275.378168491818
2025-07-29,1210.0569962535706
2025-07-30,1172.2485669774605
2025-07-31,1184.8207639880104
2025-08-01,1151.6206666010385
2025-08-04,1232.2324340676257
2025-08-05,1310.7209916430122
2025-08-06,1261.0152617961128
2025-08-07,1229.5092785582374
2025-08-08,1228.666285091938
2025-08-11,1265.181963099524
2025-08-12,1299.6898220448131
2025-08-13,1310.2300588460816
2025-08-14,1296.896880871651
2025-08-15,1237.8036449124518
2025-08-18,1238.5361222452582
2025-08-19,1143.552220879892
2025-08-20,1122.1030420711395
2025-08-21,1106.4176941638852
2025-08-22,1169.50923509555
2025-08-25,1133.667585607618
2025-08-26,1167.1659494088858
2025-08-27,1153.5403462598154
2025-08-28,1230.4769837639105
2025-08-29,1204.3734673169433
2025-09-02,1174.9254555200678
2025-09-03,1136.7083870534498
2025-09-04,1144.1548069874448
2025-09-05,1153.722947642153
2025-09-08,1155.5898384578131
2025-09-09,1231.3192379365626
2025-09-10,1203.6263175984009
2025-09-11,1246.2008338674
2025-09-12,1373.1964212527525
2025-09-15,1390.3464511260404
2025-09-16,1429.350597280806
2025-09-17,1586.9348376820549
2025-09-18,1702.3302472517305
2025-09-19,1976.8317127189782
2025-09-22,1877.5128610627896
2025-09-23,2020.2395115192567
2025-09-24,2029.5635473486434
2025-09-25,1973.980513795761
2025-09-26,1947.688976078751
2025-09-29,1843.4659360608084
2025-09-30,1823.2878317629709
2025-10-01,1866.19189667718
2025-10-02,2119.045857298683
2025-10-03,2416.7876372514706
2025-10-06,2469.9492870284025
2025-10-07,2533.930895443082
2025-10-08,2447.0415283393395
2025-10-09,2566.8607559560714
2025-10-10,2376.207943763171
2025-10-13,2888.7381316598608
2025-10-14,2973.796103938598
2025-10-15,2991.829660997314
2025-10-16,2615.460076194411
2025-10-17,2518.922565964221
2025-10-20,2325.2306519844637
2025-10-21,2168.8003432237088
2025-10-22,1926.58965296154
2025-10-23,2131.7873004311273
2025-10-24,2152.645202585127
2025-10-27,2256.688499786552
2025-10-28,2079.9503651644477
2025-10-29,2209.7069080929905
2025-10-30,2303.2215579391254
2025-10-31,2408.803230994956
2025-11-03,2159.627512794942
2025-11-04,1939.379527461988
2025-11-05,2027.3197096254328
2025-11-06,1876.1837116419667
2025-11-07,1890.0895035996666
